English,Bengali
ABORTIVELY,গর্ভপাতহীনভাবে
ABORTIVENESS,গর্ভপাত
ABORTOGENIC,গর্ভপাত ঘটানো
ABORTS,গর্ভপাত করানো
ABORTUS,গর্ভপাত
ABORTUSES,গর্ভপাত
ABOTE,অব্যবহৃত
ABOUCHEMENT,অবজ্ঞা
ABOUDIKRO,আবুদিক্রো
ABOUGHT,কেনা
ABOULIA,আবুলিয়া
ABOULIAS,আবুলিয়াস
ABOULIC,আবোলতাবোল
ABOUND,প্রচুর পরিমাণে থাকা
ABOUND IN,উড়া
ABOUNDED,অন্যকে খোলা হাতে দান
ABOUNDER,প্রচুর পরিমাণে
ABOUNDING,প্রচুর পরিমাণে
ABOUNDING IN WATER,পানি ভরপুর
ABOUNDINGLY,প্রচুর পরিমাণে
ABOUNDS,প্রচুর
ABOUT,সম্পর্কে
ABOUT TO,সম্পর্কে
ABOUT TO DIE OUT,নিবন্ত
ABOUT TO GO OUT,নিবন্ত
ABOUT TO WEEP,কান্দ-কান্দ
ABOUT-FACE,ঘোরা
ABOUT-SLEDGE,কামারের বৃহদাকার হাতুড়িবিশেষ
ABOUT-TURN,ফেরা
ABOUTS,সম্পর্কে
ABOVE,উপরে
ABOVE ALL,সর্বোপরি
ABOVE BOARD,বোর্ড উপরে
ABOVE GROUND,মাটির উপরে
ABOVE-CITED,উল্লেখিত
ABOVE-FOUND,ওপরে পাওয়া
ABOVE-GIVEN,ওপরে দেওয়া
ABOVE-MENTIONED,উপরে উল্লেখিত
ABOVE-NAMED,উপরে নামক
ABOVE-QUOTED,ওপরে উদ্ধৃত
ABOVE-REPORTED,ওপরে বর্ণিত
ABOVE-SAID,ওপরে বলেন
ABOVE-WATER,উপরে জল
ABOVE-WRITTEN,উপরে লেখা
ABOVEBOARD,অকপট
ABOVEDECK,উপরের ডেক
ABOVEGROUND,মাটির উপরে
ABOVEMENTIONED,উপর্যুক্ত
ABOVEPROOF,প্রমাণের উপরে
ABOVES,উপরে
ABOVESAID,উপরে বলা হয়েছে
ABOVESTAIRS,সিঁড়ির উপরে
ABOW,নমস্কার করা
ABP,পর্যায়ক্রমে কিছুক্ষণের জন্য বাঁধা
ABR,খন্ড
ABRACADABRA,অবোধ্য বুলি
ABRACADABRAS,পোষা পার্টি
ABRACHIA,আবরাচিয়া
ABRADABLE,ক্ষয়যোগ্য
ABRADE,ঘষা
ABRADED,ঘষা
ABRADES,ঘষা
ABRADING,ঘষা
ABRAHAM STOKER,আব্রাহাম ইন্ধনিক
ABRAHAM'S BOSOM,আব্রাহাম এর বক্ষ
ABRAHAMIDAE,আব্রাহামিডে
ABRAHAMITE,আব্রাহামীয়
ABRAHAMITIC,আব্রাহামিক
ABRAID,অহংকারী
ABRANCHIAL,শাখা-প্রশাখাসংক্রান্ত
ABRANCHIALISM,শাখাপ্রধানতা
ABRANCHIAN,শাখা-প্রশাখার
ABRANCHIATE,শাখা-প্রশাখা
ABRANCHIOUS,শাখা-প্রশাখাবিশিষ্ট
ABRASE,ঘষা
ABRASED,ঘর্ষণ করা
ABRASER,ঘষিয়া তুলিয়া ফেলার যন্ত্র
ABRASH,নির্মম
ABRASING,ঘর্ষণকারী
ABRASION,ঘর্ষণ
ABRASION COIN,মুদ্রাধাতুক্ষয়
ABRASIONS,ঘর্ষণ
ABRASIVE,ঘষিয়া তুলিয়া ফেলিতে সক্ষম
ABRASIVE MATERIAL,ঘষিয়া তুলিয়া ফেলিতে সক্ষম উপাদান
ABRASIVELY,ঘর্ষণকারীভাবে
ABRASIVENESS,ঘর্ষণ
ABRASIVES,ঘষিয়া তুলিয়া ফেলিতে সক্ষম
ABRAZITIC,অহংকারী
ABREACT,সংক্ষিপ্ত রূপ
ABREACTED,বিকৃত
ABREACTING,বিকৃতকরণ
ABREACTION,অভিস্ফোট
ABREACTIONS,বিক্রিয়া
ABREACTS,সংক্ষিপ্তসার
ABREAST,পাশাপাশি
ABREED,বংশবৃদ্ধি করা
ABRENOUNCE,ত্যাগ করা
ABRENUNCIATE,পরিত্যাগ করা
ABRENUNCIATION,ত্যাগ
ABREPTION,খণ্ডন
ABRIDGABLE,সংক্ষেপযোগ্য
ABRIDGE,সংক্ষিপ্ত করা
ABRIDGEABLE,সংক্ষিপ্ত করা যায় এমন
ABRIDGED,সংক্ষেপিত
ABRIDGEDLY,সংক্ষেপে
ABRIDGEMENT,সীমাবদ্ধতা
ABRIDGEMENTS,সংক্ষিপ্তকরণ
ABRIDGER,সংক্ষিপ্তকারী
ABRIDGERS,সংক্ষিপ্তসার
ABRIDGES,সংক্ষিপ্ত করা
ABRIDGING,সংক্ষিপ্তকরণ
ABRIDGMENT,হ্রাস
ABRIDGMENTS,সীমাবদ্ধতা
ABRIM,পরিধি
ABRISTLE,খসখসে
ABROACH,অহংকারী
ABROAD,বিদেশে
ABROADS,বিদেশ
ABROCOMA,অ্যাব্রোকোমা
ABROCOME,অ্যাব্রোকোম
ABROGABLE,বাতিলযোগ্য
ABROGATE,উচ্ছেদ করা
ABROGATED,রহিত
ABROGATES,উচ্ছেদ করা
ABROGATING,উচ্ছেদ করা
ABROGATION,রদ
ABROGATIONS,বাতিল
ABROGATIVE,বাতিলকারী
ABROGATOR,বাতিলকারী
ABROGATORS,বাতিলকারীরা
ABRONIA,অ্যাব্রোনিয়া
ABROOD,ছিঁড়ে ফেলা
ABROSIA,অ্যাব্রোসিয়া
ABRUPT,আকস্মিক
ABRUPTEDLY,হঠাৎ করে
ABRUPTER,আকস্মিকভাবে
ABRUPTEST,আকস্মিকতম
ABRUPTIO,আকস্মিকতা
ABRUPTION,ছেদন
ABRUPTIONES,আক্রমন
ABRUPTIONS,ছিন্নকরণ
ABRUPTLY,হঠাৎ
ABRUPTLY ACUMINATE,আকস্মিক
ABRUPTLY PINNATE,আকস্মিকভাবে দিশেহারা
ABRUPTNESS,আকস্মিকতা
ABRUPTNESSES,আকস্মিকতা
ABS,পেটের পেশী
ABSCAM,অ্যাবস্যাক্যাম
ABSCESS,ফোড়া
ABSCESSED,ফোড়াযুক্ত
ABSCESSES,ফোড়া
ABSCESSING,ফোড়া
ABSCESSION,ফোড়া
ABSCIND,পলাতক হওয়া
ABSCISE,বিমূর্তকরণ
ABSCISED,অধস্তন
ABSCISING,পরিত্যাগকারী
ABSCISION,বর্জন
ABSCISS,মোচন-
ABSCISS LAYER,আবৃত স্তর
ABSCISSA,ভুজ
ABSCISSAE,ভুজ
ABSCISSAS,ভুজ
ABSCISSE,অলসতা
ABSCISSION,মলত্যাগ
ABSCISSIONS,মলত্যাগ
ABSCONCE,অদৃশ্য হওয়া
ABSCOND,পলাতক
ABSCONDED,পলাতক
ABSCONDEDLY,পলাতকভাবে
ABSCONDENCE,পলাতকতা
ABSCONDER,পলাতক ব্যক্তি
ABSCONDERS,হেফাজত
ABSCONDING,পলাতক
ABSCONDS,পলাতক
ABSCOUND,অস্থির হওয়া
ABSEE,অ্যাবসি
ABSEIL,অব্যবহৃত
ABSEILED,বাদ দেওয়া
ABSEILING,অনুপস্থিত
ABSENCE,অনুপস্থিতি
ABSENCE OF ATTACHMENT,অনাসক্ত
ABSENCE OF DELAY,অবিলম্ব
ABSENCE OF DESIRE,অনাকাঙ্ক্ষা
ABSENCE OF DEVOTION,অভক্তি
ABSENCE OF HUMAN HABITATION,জনবসতি অভাবে
ABSENCE OF INTEREST,অনাসক্তি
ABSENCE OF LIGHT,অন্ধকার
ABSENCE OF LONGING,অনাকাঙ্ক্ষা
ABSENCE OF MIND,অন্যমনস্কতা
ABSENCE OF POSSESSION,ভক্তিহীনতা
ABSENCE SEIZURE,অনুপস্থিতি বাজেয়াপ্ত
ABSENCE WITHOUT LEAVE,ছুটি ছাড়াই অনুপস্থিতিতে
ABSENCES,অনুপস্থিতিতে
ABSENT,অনুপস্থিত
ABSENT MINDEDNESS,অনুপস্থিত মানসিকতা
ABSENT ONESELF,গরহাজির রাখা
ABSENT-MINDED,গরহাজির
ABSENTATION,অনুপস্থিতি
ABSENTED,উদ্ভব
ABSENTEE,অনুপস্থিত ব্যক্তি
ABSENTEE BALLOT,অনুপস্থিত ব্যালটের
ABSENTEE RATE,শহরবাসী হার
ABSENTEE VOTING,অনুপস্থিত ভোট
ABSENTEEISM,কর্মক্ষেত্রাদিতে অনুপসি্থত থাকার অভ্যাস
ABSENTEES,অনুপস্থিত ব্যক্তিরা
ABSENTEESHIP,অনুপস্থিতি
ABSENTER,অনুপস্থিত
ABSENTERS,অনুপস্থিত ব্যক্তিরা
ABSENTIA,অনুপস্থিতিতে
ABSENTING,অনুপস্থিত
ABSENTLY,অন্যমনস্কভাবে
ABSENTMENT,অনুপস্থিতি
ABSENTMINDED,অনাবিষ্ট
ABSENTMINDEDLY,উদাসীনভাবে
ABSENTMINDEDNESS,উদাসীনতা
ABSENTNESS,অনুপস্থিতি
ABSENTS,অনুপস্থিত
ABSEY,অ্যাবসে
ABSI,অ্যাবসি
ABSINTH,বৃক্ষবিশেষ
ABSINTHE,বৃক্ষবিশেষ
ABSINTHE OIL,আবদ্ধ তেল
ABSINTHES,বৃক্ষবিশেষ
ABSINTHIAL,বিনা-অনুষ্ঠান
ABSINTHIAN,অ্যাবসিন্থিয়ান
ABSINTHIATE,বিরত থাকা
ABSINTHIATED,বিরত থাকা
ABSINTHIATING,বিরত থাকা
ABSINTHIC,অ-অবস্থাপক
ABSINTHISM,বিশুদ্ধতাবাদ
ABSINTHISMIC,বিষমকামী
ABSINTHIUM,অ্যাবসিন্থিয়াম
ABSINTHS,বৃক্ষবিশেষ
ABSIST,বিরত থাকা
ABSIT,", এখানে"
ABSMHO,অস্পষ্ট
ABSOHM,অ্যাবসোহম
ABSOIL,নিষ্ক্রিয় করা
ABSOLENT,অপ্রস্তুত
ABSOLUTE,পরম
ABSOLUTE ALCOHOL,পরম এলকোহল
ABSOLUTE BEING,অব্যক্ত
ABSOLUTE CEILING,পরম সিলিং
ABSOLUTE FREQUENCY,পরম ফ্রিকোয়েন্সি
ABSOLUTE MAGNITUDE,পরম মান
ABSOLUTE MAJORITY,নিরঙ্কুশ সংখ্যাগরিষ্ঠতা
ABSOLUTE MONARCHY,পরম রাজতন্ত্র
ABSOLUTE PITCH,পরম পিচ
ABSOLUTE SPACE,পরম স্থান
ABSOLUTE TEMPERATURE,পরম তাপমাত্রা
ABSOLUTE THRESHOLD,পরম থ্রেশহোল্ড
ABSOLUTE VALUE,পরম মান
ABSOLUTE VISCOSITY,পরম সান্দ্রতা
ABSOLUTE ZERO,অবশ্যই জিরো
ABSOLUTELY,একেবারে
ABSOLUTELY NECESSARY,অত্যাবশ্যক
ABSOLUTENESS,পরমতা
ABSOLUTER,চরম
ABSOLUTES,পরম
ABSOLUTEST,চরম
ABSOLUTION,মুক্তি
ABSOLUTIONS,মুক্তি
ABSOLUTISM,নিরঙ্কুশতা
ABSOLUTISMS,স্বৈরতন্ত্র
ABSOLUTIST,স্বৈরতন্ত্রের প্রবক্তা
ABSOLUTISTA,পরম-অধিনায়ক
ABSOLUTISTIC,নিরঙ্কুশ
ABSOLUTISTICALLY,পরমভাবে
ABSOLUTISTS,নিরঙ্কুশবাদী
ABSOLUTIVE,পরম
ABSOLUTIZATION,পরমকরণ
ABSOLUTIZE,সম্পূর্ণরূপে প্রতিষ্ঠিত করা
ABSOLUTORY,সম্পূর্ণ
ABSOLVABLE,সমাধানযোগ্য
ABSOLVATORY,নিষ্পত্তিমূলক
ABSOLVE,দায়মুক্তি দেওয়া
ABSOLVED,দায়মুক্ত
ABSOLVENT,ক্ষমাপরায়ণ
ABSOLVER,ক্ষমাশীল
ABSOLVERS,নিষ্কাশনকারী
ABSOLVES,ক্ষমা করে দেয়
ABSOLVING,মুক্তিদান করা
ABSOLVITOR,নিরঙ্কুশ
ABSOLVITORY,সম্পূর্ণ
ABSONANT,অনুপস্থিত
ABSONOUS,অপ্রস্তুত
ABSORB,শোষণ করা
ABSORB THE SHOCK,শক শুষে
ABSORBABILITY,শোষণযোগ্যতা
ABSORBABLE,শোষণযোগ্য
ABSORBANCE,শোষণ ক্ষমতা
ABSORBANCY,শোষণ ক্ষমতা
ABSORBANT,শোষণকারী
ABSORBED,শোষিত
ABSORBEDLY,অভিনিবেশসহকারে
ABSORBEDNESS,শোষণ
ABSORBEFACIENT,শোষণকারী
ABSORBENCIES,শোষণ ক্ষমতা
ABSORBENCY,শোষণ ক্ষমতা
ABSORBENT,শোষক
ABSORBENT COTTON,বিশোষক তুলো
ABSORBENT MATERIAL,বিশোষক উপাদান
ABSORBENTS,শোষক
ABSORBER,শোষক
ABSORBERS,শোষক
ABSORBING,শোষক
ABSORBINGLY,মনোমুগ্ধকরভাবে
ABSORBITION,শোষণ
ABSORBS,শোষণ
ABSORBTION,শোষণ
ABSORPT,শোষণ করা
ABSORPTANCE,শোষণ ক্ষমতা
ABSORPTIOMETER,শোষণকারী যন্ত্র
ABSORPTIOMETRIC,শোষণ-মিতি
ABSORPTION,শোষণ
ABSORPTION BAND,শোষণ ব্যান্ড
ABSORPTION COEFFICIENT,শোষণ গুণাঙ্ক
ABSORPTION FACTOR,শোষণ ফ্যাক্টর
ABSORPTION INDICATOR,শোষণ সূচক
ABSORPTION SPECTRUM,শোষণ বর্ণালী
ABSORPTIONAL,শোষণমূলক
ABSORPTIONS,মাতন
ABSORPTIVE,শোষণকারী
ABSORPTIVELY,শোষণমূলকভাবে
ABSORPTIVENESS,শোষণ ক্ষমতা
ABSORPTIVITY,শোষণ
ABSQUATULATE,অধস্তন হত্তয়া
ABSQUATULATION,অন্তঃসত্ত্বা
ABSQUE HOC,পৃথক্ হক
ABSTAIN,বিরত থাকা
ABSTAINED,উপরত
ABSTAINER,মাদকবর্জনকারী
ABSTAINERS,বিরত থাকা ব্যক্তিরা
ABSTAINING,বিরত থাকা
ABSTAINMENT,বিরত থাকা
ABSTAINS,গাফেল থাকে
ABSTEMIOUS,মিতাশী
ABSTEMIOUSLY,সংযতভাবে
ABSTEMIOUSNESS,নিয়তাহর
ABSTENTION,বিরত থাকা
ABSTENTIONISM,বিরত থাকা
ABSTENTIONIST,বিরত থাকা ব্যক্তি
ABSTENTIONS,বিরত থাকা
ABSTENTIOUS,সংযত
ABSTERGE,নিশ্চিহ্ন করা সম্ভব
ABSTERGED,পরিত্যক্ত
ABSTERGENT,শোষক
ABSTERGENTS,পরিষ্কারক পদার্থ
ABSTERGING,বিশোষক
ABSTERSE,অলস
ABSTERSION,পরিষ্করণ
ABSTERSIONS,পরিষ্করণ
ABSTERSIVE,বিশোষক
ABSTERSIVENESS,অমনোযোগীতা
ABSTERTION,গর্ভপাত
ABSTIENT,সংযমী
ABSTINENCE,পরিহার
ABSTINENCY,সংযম
ABSTINENT,পরিহারক
ABSTINENTIAL,বিরত থাকা
ABSTINENTLY,সংযতভাবে
ABSTORT,শোষণ করা
ABSTR,বিমূর্ত
ABSTRACT,বিমূর্ত
ABSTRACT ART,অমূর্ত চিত্রকলা
ABSTRACT ARTIST,বিমূর্ত শিল্পী
ABSTRACT ENTITY,বিমূর্ত সত্তা
ABSTRACT EXPRESSIONISM,সারাংশ অভিব্যক্তিবাদ
